AHCA Number (File Number),License Number,License Effective Date,License Expiration Date,Facility Type,Name,Street Address,Street Address Line 2,Street City,Street State,Street Zip,Street County,Phone,Mailing Address,Mailing Address Line 2,Mailing City,Mailing State,Mailing Zip,Mailing County,License Status,Owner,Owner Since,Admin/CEO,Licensed Beds,Profit Status,Web Address
95013,1261096,07/01/2018,09/28/2020,Nursing Home,JOSEPH L. MORSE HEALTH CENTER  INC.  THE,4847 DAVID MACK DR,,WEST PALM BEACH,FL,33417-8023,Palm Beach,(561) 471-5111,4847 DAVID MACK DR,,WEST PALM BEACH,FL,33417-8023,Palm Beach,LICENSED,JOSEPH L. MORSE HEALTH CENTER  INC.  THE,04/27/1992,KEITH A. MYERS,310,Not-For-Profit,www.morselife.org
95015,1263096,02/13/2020,11/29/2020,Nursing Home,JUPITER MEDICAL CENTER PAVILION  INC.,1230 SOUTH OLD DIXIE HWY,,JUPITER,FL,33458-7297,Palm Beach,(561) 263-4444,1230 SOUTH OLD DIXIE HWY,,JUPITER,FL,33458-7297,Palm Beach,LICENSED,JUPITER MEDICAL CENTER PAVILION  INC.,12/01/1992,BETSY M HEARTFIELD,90,Not-For-Profit,www.jupitermed.com
95014,12620962,03/01/2020,05/29/2022,Nursing Home,JUPITER REHABILITATION AND HEALTHCARE CENTER,17781 THELMA AVE,,JUPITER,FL,33458,Palm Beach,(561) 746-2998,17781 THELMA AVE,,JUPITER,FL,33458,Palm Beach,LICENSED,THE REHABILITATION CENTER OF JUPITER GARDENS LLC,03/01/2016,JUSTIN LAVIAN,120,For-Profit,JupiterRehab.com
35961063,130471067,09/01/2019,05/18/2021,Nursing Home,KENDALL LAKES HEALTH AND REHABILITATION CENTER,5280 SW 157 AVENUE,,MIAMI,FL,33185,Miami-Dade,7864337400,5280 SW 157 AVENUE,,MIAMI,FL,33185,Miami-Dade,LICENSED,LA MER NH LLC,02/18/2019,LEYLA VANESSA MARIN,150,For-Profit,www.greystonehealth.com
62803,1495096,11/01/2019,01/29/2022,Nursing Home,KENILWORTH CARE & REHABILITATION CENTER,3011 KENILWORTH BLVD,,SEBRING,FL,33870,Highlands,(863) 382-2153,3011 KENILWORTH BLVD,,SEBRING,FL,33870,Highlands,LICENSED,LP SEBRING  LLC,11/01/2007,GEORGES SIMILIEN,104,For-Profit,https://www.ltcrevolution.com/
55209,1083095,06/27/2018,09/24/2020,Nursing Home,KENSINGTON GARDENS REHAB AND NURSING CENTER,2055 PALMETTO ST,,CLEARWATER,FL,33765,Pinellas,(727) 461-6613,2055 PALMETTO ST,,CLEARWATER,FL,33765,Pinellas,LICENSED,CLEAR WATER CARE ACQUISITION  LLC,06/27/2018,DESTENY OLIVER,150,For-Profit,
114401,1265096,05/21/2020,11/30/2016,Nursing Home,KEY WEST HEALTH AND REHABILITATION CENTER,5860 W JUNIOR COLLEGE RD,,KEY WEST,FL,33040-4314,Monroe,(305) 296-4888,5860 W JUNIOR COLLEGE RD,,KEY WEST,FL,33040-4314,Monroe,CONDITIONAL,KEY WEST HEALTH AND REHABILITATION CENTER  LLC,05/29/2009,BRIAN BRINKERHOFF,120,Not-For-Profit,www.keywesthealthandrehab.com
74901,130471039,02/01/2020,05/01/2022,Nursing Home,KEYSTONE REHABILITATION AND HEALTH CENTER,1120 W DONEGAN AVE,,KISSIMMEE,FL,34741-2247,Osceola,(407) 847-2854,1120 W DONEGAN AVE,,KISSIMMEE,FL,34741-2247,Osceola,LICENSED,1120 WEST DONEGAN AVENUE OPERATIONS LLC,02/01/2012,JOSE D ALICEA,120,For-Profit,www.consulatehealthcare.com
55283,1094096,11/01/2018,01/29/2021,Nursing Home,KR AT COLLEGE HARBOR,4600 54TH AVE S,,SAINT PETERSBURG,FL,33711,Pinellas,(727) 864-5333,4600 54TH AVE S,,SAINT PETERSBURG,FL,33711,Pinellas,LICENSED,RK3  LLC,11/01/2016,MICHAEL RAU,52,For-Profit,
35961024,130471048,01/01/2020,03/31/2022,Nursing Home,KR AT HILLSBOROUGH LAKES,19091 N DALE MABRY HWY,,LUTZ,FL,33548,Hillsborough,(813) 751-0557,19091 N DALE MABRY HWY,,LUTZ,FL,33548,Hillsborough,LICENSED,RK 4  LLC,01/01/2018,MARGARET DALTON,120,For-Profit,lutzrehab.com
111305,1042096,05/01/2019,07/29/2021,Nursing Home,KRYSTAL BAY NURSING AND REHABILITATION,16650 W DIXIE HWY,,NORTH MIAMI BEACH,FL,33160,Miami-Dade,(305) 945-7447,16650 W DIXIE HWY,,NORTH MIAMI BEACH,FL,33160,Miami-Dade,LICENSED,WATERCREST ACQUISITION I LLC,05/01/2013,JASON S REIZ,150,For-Profit,krystalbaycare.com
35960932,130470994,05/13/2019,08/10/2021,Nursing Home,LADY LAKE SPECIALTY CARE CENTER,630 GRIFFIN AVENUE,,LADY LAKE,FL,32159,Lake,3527506619,630 GRIFFIN AVENUE,,LADY LAKE,FL,32159,Lake,LICENSED,LADY LAKE NH  L.L.C.,05/13/2011,BRANDY RENEE FELICITA,145,For-Profit,www.greystonehealth.com
35960908,130470971,10/01/2019,12/26/2020,Nursing Home,LAFAYETTE NURSING AND REHABILITATION CENTER,512 W MAIN ST,,MAYO,FL,32066,Lafayette,(386) 294-3300,512 W MAIN ST,,MAYO,FL,32066,Lafayette,LICENSED,LAFAYETTE OPERATIONS LLC,09/28/2016,CHELSEA SHANE BAUMGARDNER,60,For-Profit,lafayettenursingrehab.com
33502,12710951,12/04/2018,03/03/2021,Nursing Home,LAKE EUSTIS HEALTH AND REHABILITATION CENTER,411 W WOODWARD AVE,,EUSTIS,FL,32726,Lake,(352) 357-3565,411 W WOODWARD AVE,,EUSTIS,FL,32726,Lake,LICENSED,MF LAKE EUSTIS  LLC,12/04/2008,MARISA DELUCA,90,For-Profit,
35960958,130471017,01/10/2020,05/01/2022,Nursing Home,LAKE MARY HEALTH AND REHABILITATION CENTER,710 NORTH SUN DRIVE,,LAKE MARY,FL,32746,Seminole,(407) 805-3131,710 NORTH SUN DRIVE,,LAKE MARY,FL,32746,Seminole,LICENSED,710 NORTH SUN DRIVE OPERATIONS LLC,02/01/2012,LEE ROOPCHAND,120,For-Profit,www.consulatehealthcare.com
24003,16360961,09/28/2018,12/26/2020,Nursing Home,LAKE PARK OF MADISON NURSING AND REHABILITATION CENTER,259 SW CAPTAIN BROWN RD,,MADISON,FL,32340,Madison,(850) 973-8277,259 SW CAPTAIN BROWN RD,,MADISON,FL,32340,Madison,LICENSED,LAKE PARK OPERATIONS LLC,09/28/2016,KAREN T SOEHNER,120,For-Profit,www.maximushg.com
62802,1274095,12/04/2018,03/03/2021,Nursing Home,LAKE PLACID HEALTH AND REHABILITATION CENTER,125 TOMOKA BLVD S,,LAKE PLACID,FL,33852-8123,Highlands,(863) 465-7200,125 TOMOKA BLVD S,,LAKE PLACID,FL,33852-8123,Highlands,LICENSED,SF LAKE PLACID  LLC,12/04/2008,PATRICIA SPEARS,180,For-Profit,
33511,1275096,08/29/2018,11/26/2020,Nursing Home,LAKE PORT SQUARE HEALTH CENTER,701 LAKE PORT BLVD,,LEESBURG,FL,34748,Lake,(352) 728-8525,701 LAKE PORT BLVD,,LEESBURG,FL,34748,Lake,LICENSED,CCRC-LAKE PORT SQUARE LLC,08/29/2014,LAURA L. ETTER,120,Not-For-Profit,https://lakeportseniorliving.com/
95012,12300962,09/20/2019,12/18/2021,Nursing Home,LAKE VIEW CARE CENTER AT DELRAY,5430 LINTON BLVD,,DELRAY BEACH,FL,33484,Palm Beach,(561) 495-3188,5430 LINTON BLVD,,DELRAY BEACH,FL,33484,Palm Beach,LICENSED,DELRAY GROUP LLC.,09/20/2001,GILDA ANDERSON,120,For-Profit,www.lakeviewcarecenter.net
65310,1279095,04/01/2017,06/29/2021,Nursing Home,LAKELAND HILLS CENTER,610 E BELLA VISTA DR,,LAKELAND,FL,33805,Polk,(863) 688-8591,610 E BELLA VISTA DR,,LAKELAND,FL,33805,Polk,LICENSED,LAKELAND HILLS REHABILITATION CENTER  LLC,04/01/2009,ALEXI WILCOX,120,Not-For-Profit,www.lakelandhillscenter.com
65320,14530961,03/31/2020,06/28/2022,Nursing Home,LAKELAND NURSING & REHABILITATION,1919 LAKELAND HILLS BLVD,,LAKELAND,FL,33805,Polk,(863) 688-5612,1919 LAKELAND HILLS BLVD,,LAKELAND,FL,33805,Polk,LICENSED,LAKELAND NURSING & REHABILITATION LLC,03/31/2016,SIDNEY L SCHIFF,185,For-Profit,www.lakelandnursingrehab.com
35961087,130471075,03/13/2020,06/10/2022,Nursing Home,LAKES OF CLERMONT HEALTH AND REHABILITATION CENTER  THE,1775 HOOKS STREET,,CLERMONT,FL,34711,Lake,(352) 717-7980,4042 PARK OAKS BLVD,SUITE 300,TAMPA,FL,33610,Hillsborough,LICENSED,INNOVATIVE MEDICAL MANAGEMENT SOLUTIONS  LLC,03/13/2020,SEAN ROBINSON,80,For-Profit,
95018,12830961,07/01/2019,09/28/2021,Nursing Home,LAKESIDE HEALTH CENTER,2501 N AUSTRALIAN AVENUE,,WEST PALM BEACH,FL,33407,Palm Beach,(561) 655-7780,2501 N AUSTRALIAN AVENUE,,WEST PALM BEACH,FL,33407,Palm Beach,LICENSED,CONSOLIDATED RESOURCES HEALTH CARE FUND I  L.P.,11/16/1996,LISA MARIE TURNER,107,For-Profit,www.lcca.com
35960975,130471025,01/01/2020,11/13/2021,Nursing Home,LAKESIDE NEUROLOGIC,1962 VANDOLAH RD,,WAUCHULA,FL,33873,Hardee,(863) 773-2857,PO BOX 1348,,WAUCHULA,FL,33873-1348,Hardee,LICENSED,SF III FNH  LLC,08/07/2017,TIMOTHY J BRYANT,25,For-Profit,www.finr.net
35960913,130470980,09/23/2019,12/21/2021,Nursing Home,LAKESIDE NURSING AND REHABILITATION CENTER,11411 ARMSDALE ROAD,,JACKSONVILLE,FL,32218,Duval,(904) 714-3793,2380 SADLER RD,STE 201,FERNANDINA,FL,32034-0415,Nassau,LICENSED,FIVE POINTS HEALTH CARE  LTD,09/23/2002,JEFFREY H. TOMACK,122,For-Profit,www.lakesidenursingcenter.com
55246,15100962,02/01/2020,05/01/2022,Nursing Home,LAKESIDE OAKS CARE CENTER,1061 VIRGINIA ST,,DUNEDIN,FL,34698,Pinellas,(727) 733-4189,1061 VIRGINIA ST,,DUNEDIN,FL,34698,Pinellas,LICENSED,1061 VIRGINIA STREET OPERATIONS LLC,02/01/2012,CHASMIN SNYDER,93,For-Profit,www.consulatehealthcare.com
81103,12840962,03/03/2020,01/29/2022,Nursing Home,LAKESIDE PAVILION,2900 12TH STREET N,,NAPLES,FL,34103,Collier,(239) 261-2554,2900 12TH STREET N,,NAPLES,FL,34103,Collier,CONDITIONAL,2900 TWELFTH STREET NORTH  LLC,11/01/2001,BETH EUBANKS,120,For-Profit,www.GenesisHealthcare.com
33512,12860961,12/31/2018,03/30/2021,Nursing Home,LAKEVIEW TERRACE REHABILITATION AND HEALTH CARE CENTER,110 LODGE TERRACE DR,,ALTOONA,FL,32702,Lake,(352) 669-2133,1890 STATE ROAD 436 STE 300,,WINTER PARK,FL,32792-2285,Seminole,LICENSED,COMMUNITY SUPPORTS INC,12/31/2016,MICHAEL JETT ADAMS,40,Not-For-Profit,www.lakeviewterrace.com
35401,12810961,07/01/2019,09/28/2021,Nursing Home,LAKEWOOD NURSING CENTER,100 N LAKE ST,,CRESCENT CITY,FL,32112,Putnam,(386) 698-2222,100 N LAKE ST,,CRESCENT CITY,FL,32112,Putnam,LICENSED,LAKEWOOD NURSING CENTER INC,07/01/2005,BRENDA SMITH,92,For-Profit,
41616,12880962,11/15/2018,02/12/2021,Nursing Home,LANIER REHABILITATION CENTER,12740 LANIER ROAD,,JACKSONVILLE,FL,32226-1704,Duval,(904) 757-0600,12740 LANIER ROAD,,JACKSONVILLE,FL,32226-1704,Duval,LICENSED,LANIER REHABILITATION CENTER LLC,11/15/2018,JASON KALLEN,120,For-Profit,
55223,11790962,11/01/2018,01/29/2021,Nursing Home,LAURELLWOOD CARE CENTER,3127 57TH AVE N,,SAINT PETERSBURG,FL,33714,Pinellas,(727) 527-2171,3127 57TH AVE N,,SAINT PETERSBURG,FL,33714,Pinellas,LICENSED,LAURELLWOOD FACILITY INC,11/01/2018,REGINAL W WASHINGTON,60,Not-For-Profit,
83603,11120951,07/01/2019,09/28/2021,Nursing Home,LEHIGH ACRES HEALTH AND REHABILITATION CENTER,1550 LEE BOULEVARD,,LEHIGH ACRES,FL,33936,Lee,2393692194,1550 LEE BOULEVARD,,LEHIGH ACRES,FL,33936,Lee,LICENSED,LEHIGH ACRES NH LLC,07/01/2007,BRIAN CENTO,128,For-Profit,www.greystonehealth.com
55214,10950962,05/13/2019,08/10/2021,Nursing Home,LEXINGTON HEALTH AND REHABILITATION CENTER,6300 46TH AVE N,,SAINT PETERSBURG,FL,33709,Pinellas,7275441444,6300 46TH AVE N,,SAINT PETERSBURG,FL,33709,Pinellas,LICENSED,COLONIAL CARE NH  L.L.C.,05/13/2011,MARIELA MARTINEZ,159,For-Profit,www.greystonehealth.com
35960899,130470972,07/01/2019,09/28/2021,Nursing Home,LIFE CARE CENTER AT WELLS CROSSING,355 CROSSING BLVD,,ORANGE PARK,FL,32073,Clay,(904) 264-1950,355 CROSSING BLVD,,ORANGE PARK,FL,32073,Clay,LICENSED,LIFE CARE CENTERS OF AMERICA  INC,06/12/1997,TIM HALL,120,For-Profit,www.lcca.com
75903,1295096,02/01/2020,01/29/2022,Nursing Home,LIFE CARE CENTER OF ALTAMONTE SPRINGS,989 ORIENTA AVE,,ALTAMONTE SPRINGS,FL,32701,Seminole,(407) 831-3446,989 ORIENTA AVE,,ALTAMONTE SPRINGS,FL,32701,Seminole,LICENSED,LIFE CARE CENTERS OF AMERICA  INC,06/15/1976,FRANCISCO JOSE GONZALEZ,228,For-Profit,www.lcca.com
30908,1626096,12/01/2019,02/28/2022,Nursing Home,LIFE CARE CENTER OF CITRUS COUNTY,3325 W JERWAYNE LN,,LECANTO,FL,34461,Citrus,(352) 746-4434,3325 W JERWAYNE LN,,LECANTO,FL,34461,Citrus,LICENSED,CITRUS COUNTY OPERATIONS LLC,12/01/2015,DESIREE HOLDER,120,For-Profit,www.lifecare.com
35960987,130471026,09/23/2019,12/24/2021,Nursing Home,LIFE CARE CENTER OF ESTERO,3850 WILLIAMS ROAD,,ESTERO,FL,33928,Lee,(239) 495-4000,3850 WILLIAMS ROAD,,ESTERO,FL,33928,Lee,LICENSED,LEE COUNTY MEDICAL INVESTORS  LLC,06/24/2002,JAMES MICHAEL BREULER,155,For-Profit,www.lifecarecenterofestero.com
44502,15430961,05/01/2019,07/29/2021,Nursing Home,LIFE CARE CENTER OF HILLIARD,3756 W THIRD ST,,HILLIARD,FL,32046,Nassau,(904) 845-3988,3756 W THIRD ST,,HILLIARD,FL,32046,Nassau,LICENSED,HILLIARD OPERATIONS  LLC,05/01/2017,MARC LEI,120,For-Profit,www.lcca.com
35960976,130471022,12/26/2019,03/25/2022,Nursing Home,LIFE CARE CENTER OF INVERRARY,4300 ROCK ISLAND ROAD,,LAUDERHILL,FL,33319,Broward,(954) 485-6144,4300 ROCK ISLAND ROAD,,LAUDERHILL,FL,33319,Broward,LICENSED,INVERRARY MEDICAL INVESTORS  LLC,12/26/2002,ELIZABETH BRUST,120,For-Profit,www.lcca.com
35961007,130471033,11/18/2019,02/15/2022,Nursing Home,LIFE CARE CENTER OF JACKSONVILLE,4813 LENOIR AVENUE,,JACKSONVILLE,FL,32216,Duval,(904) 332-4546,4813 LENOIR AVENUE,,JACKSONVILLE,FL,32216,Duval,LICENSED,DUVAL MEDICAL INVESTORS  LLC,11/18/2004,DARIN TONEY,120,For-Profit,www.lcca.com
70504,12390961,12/28/2019,05/28/2021,Nursing Home,LIFE CARE CENTER OF MELBOURNE,606 E SHERIDAN RD,,MELBOURNE,FL,32901,Brevard,(321) 727-0984,606 E SHERIDAN RD,,MELBOURNE,FL,32901,Brevard,LICENSED,MELWOOD NURSING CENTER  LLC,05/03/2001,DANA DEANN DELENA,120,For-Profit,www.lcca.com
35960969,130471023,01/20/2019,04/28/2021,Nursing Home,LIFE CARE CENTER OF NEW PORT RICHEY,7400 TROUBLE CREEK ROAD,,NEW PORT RICHEY,FL,34653,Pasco,(727) 375-2999,7400 TROUBLE CREEK ROAD,,NEW PORT RICHEY,FL,34653,Pasco,LICENSED,NEW PORT RICHEY MEDICAL INVESTORS  LLC,01/29/2003,SREEJESH CHIRAYATH,113,For-Profit,www.lcca.com
35960931,130470993,02/01/2019,05/01/2021,Nursing Home,LIFE CARE CENTER OF OCALA,2800 SW 41ST ST,,OCALA,FL,34474,Marion,(352) 873-7570,2800 SW 41ST ST,,OCALA,FL,34474,Marion,LICENSED,LIFE CARE CENTERS OF AMERICA  INC,02/01/2004,CHERLYN DELEONABREU,120,For-Profit,www.lcca.com
35960864,1650096,01/19/2019,04/18/2021,Nursing Home,LIFE CARE CENTER OF ORANGE PARK,2145 KINGSLEY AVE,,ORANGE PARK,FL,32073,Clay,(904) 272-2424,2145 KINGSLEY AVE,,ORANGE PARK,FL,32073,Clay,LICENSED,CLAY COUNTY MEDICAL INVESTORS  LLC,01/19/2005,DONALD CREWS,180,For-Profit,www.lcca.com
35960902,130470974,07/01/2019,09/28/2021,Nursing Home,LIFE CARE CENTER OF ORLANDO,3211 ROUSE ROAD,,ORLANDO,FL,32817,Orange,(407) 281-1070,3211 ROUSE ROAD,,ORLANDO,FL,32817,Orange,LICENSED,LIFE CARE CENTERS OF AMERICA  INC,07/16/1997,JOSEPH M. JICHA,132,For-Profit,www.lcca.com
35960988,130471030,04/26/2019,07/24/2021,Nursing Home,LIFE CARE CENTER OF PALM BAY,175 VILLA NUEVA AVE,,PALM BAY,FL,32907,Brevard,(321) 952-1818,175 VILLA NUEVA AVE,,PALM BAY,FL,32907,Brevard,LICENSED,PALM BAY MEDICAL INVESTORS  LLC,04/26/2004,WILLARD E. TARBET,141,For-Profit,www.lcca.com
35961009,130471037,06/01/2019,08/29/2021,Nursing Home,LIFE CARE CENTER OF PENSACOLA,3291 EAST OLIVE RD,,PENSACOLA,FL,32514,Escambia,(850) 494-2327,3291 EAST OLIVE  RD,,PENSACOLA,FL,32514,Escambia,LICENSED,ESCAMBIA MEDICAL INVESTORS  LLC,06/01/2006,JENNIFER LANDIS,120,For-Profit,www.lcca.com
35960942,130471005,06/01/2019,08/29/2021,Nursing Home,LIFE CARE CENTER OF PORT ST. LUCIE,3720 SE JENNINGS RD,,PORT ST LUCIE,FL,34952-7701,St. Lucie,(772) 398-8080,3720 SE JENNINGS RD,,PORT ST LUCIE,FL,34952-7701,St. Lucie,LICENSED,PORT ST. LUCIE OPERATIONS  LLC,06/01/2017,APRIL BOWERS,123,For-Profit,www.lcca.com
80803,12940961,11/30/2019,10/29/2021,Nursing Home,LIFE CARE CENTER OF PUNTA GORDA,450 SHREVE STREET,,PUNTA GORDA,FL,33950,Charlotte,(941) 639-8771,450 SHREVE STREET,,PUNTA GORDA,FL,33950,Charlotte,LICENSED,PUNTA GORDA MEDICAL INVESTORS  LLC,01/01/2017,KRISTIN CARDONA,180,For-Profit,www.lcca.com
35960957,130471013,09/29/2020,09/28/2022,Nursing Home,LIFE CARE CENTER OF SARASOTA,8104 TUTTLE AVE,,SARASOTA,FL,34243-2885,Manatee,(941) 360-6411,8104 TUTTLE AVE,,SARASOTA,FL,34243-2885,Manatee,LICENSED,SARASOTA SNF OPERATIONS LLC,07/01/2016,NINA WILLINGHAM,120,For-Profit,www.lifecare.com
35960944,130471007,12/25/2019,01/31/2022,Nursing Home,LIFE CARE CENTER OF WINTER HAVEN,1510 CYPRESS GARDENS BLVD,,WINTER HAVEN,FL,33884,Polk,(863) 318-8646,1510 CYPRESS GARDENS BLVD,,WINTER HAVEN,FL,33884,Polk,LICENSED,LIFE CARE CENTERS OF AMERICA  INC,11/03/1999,ASHLEA EVANS,177,For-Profit,www.lcca.com
20306,1296096,04/01/2019,06/29/2021,Nursing Home,LISENBY ON LAKE CAROLINE,1400 W 11TH ST,,PANAMA CITY,FL,32401,Bay,(850) 785-6121,1890 STATE ROAD 436,STE 300,WINTER PARK,FL,32792-2285,Seminole,INACTIVE,LISENBY  LLLP,12/28/2004,AMBER GANT,22,Not-For-Profit,www.lisenbyretirement.com
35960952,130471008,11/12/2019,02/09/2022,Nursing Home,LODGE AT CYPRESS COVE  THE,10500 CYPRESS COVE DR,,FORT MYERS,FL,33908,Lee,(239) 415-5100,10500 CYPRESS COVE DR,,FORT MYERS,FL,33908,Lee,LICENSED,CYPRESS COVE AT HEALTHPARK FLORIDA  INC.,09/07/1999,MATTHEW LESSIG,64,Not-For-Profit,cypresscoveliving.org
75904,12970961,12/04/2018,03/03/2021,Nursing Home,LONGWOOD HEALTH AND REHABILITATION CENTER,1520 S GRANT ST,,LONGWOOD,FL,32750,Seminole,(407) 339-9200,1520 S GRANT ST,,LONGWOOD,FL,32750,Seminole,LICENSED,MF LONGWOOD  LLC,12/04/2008,JAMIE TAPHORN,120,For-Profit,
95020,1298095,12/01/2019,02/28/2022,Nursing Home,LOURDES-NOREEN MCKEEN RESIDENCE FOR GERIATRIC CARE  INC.,315 S FLAGLER DR,,WEST PALM BEACH,FL,33401,Palm Beach,(561) 655-8544,315 S FLAGLER DR,,WEST PALM BEACH,FL,33401,Palm Beach,LICENSED,LOURDES NOREEN MCKEEN RESIDENCE FOR GERIATRIC CARE INC,12/03/1996,LOUNA PIERRE PHILIPPE,132,Not-For-Profit,www.lnmr.org
75905,1300096,01/01/2020,03/31/2022,Nursing Home,LUTHERAN HAVEN NURSING HOME,1525 HAVEN DRIVE,,OVIEDO,FL,32765,Seminole,(407) 365-3456,2041 WEST STATE ROAD 426,,OVIEDO,FL,32765,Seminole,LICENSED,LUTHERAN HAVEN NURSING HOME & ASSISTED LIVING FACILITY LLC,01/01/2004,MICHAEL BUXTON,56,Not-For-Profit,www.LutheranHaven.org
40202,1222096,10/01/2019,12/29/2021,Nursing Home,MACCLENNY NURSING AND REHAB CENTER,755 S 5TH ST,,MACCLENNY,FL,32063,Baker,(904) 259-4873,755 S 5TH ST,,MACCLENNY,FL,32063,Baker,LICENSED,SOVEREIGN HEALTHCARE OF MACCLENNY  LLC,10/01/2003,SAMANTHA EVANS,120,For-Profit,www.macclennyrehab.com
24001,1302096,03/01/2019,05/29/2021,Nursing Home,MADISON HEALTH AND REHABILITATION CENTER,2481 WEST US 90,,MADISON,FL,32340-9540,Madison,8509734880,2481 WEST US 90,,MADISON,FL,32340-9540,Madison,LICENSED,CONSOLIDATED GROUP OF MADISON  INC.,03/01/1998,LISA ALGARIN,60,For-Profit,madisonhealthandrehab.com
55107,1473096,12/01/2019,02/28/2022,Nursing Home,MADISON POINTE CARE CENTER,6020 INDIANA AVE,,NEW PORT RICHEY,FL,34653-3214,Pasco,(727) 843-0600,6020 INDIANA AVE,,NEW PORT RICHEY,FL,34653-3214,Pasco,LICENSED,MADISON FACILITY INC,12/01/2015,GREGORY RYAN,119,For-Profit,www.madisonpointecc.com
85823,11420962,02/01/2020,05/01/2022,Nursing Home,MAGNOLIA HEALTH AND REHABILITATION CENTER,1507 S TUTTLE AVE,,SARASOTA,FL,34239-2608,Sarasota,(941) 366-0336,1507 S TUTTLE AVE,,SARASOTA,FL,34239-2608,Sarasota,LICENSED,1507 SOUTH TUTTLE AVENUE OPERATIONS LLC,02/01/2012,KIMBERLY BRENNICK,120,For-Profit,www.consulatehealthcare.com
46428,12590961,08/01/2018,10/29/2020,Nursing Home,MAJESTIC OAKS,901 VETERAN'S MEMORIAL PARKWAY,,ORANGE CITY,FL,32763,Volusia,(386) 775-3840,901 VETERAN'S MEMORIAL PARKWAY,,ORANGE CITY,FL,32763,Volusia,LICENSED,JOHN KNOX VILLAGE OF CENTRAL FLORIDA  INC.,08/01/1994,LESLY MOMPOINT,150,Not-For-Profit,www.johnknox.com
64103,1340096,04/01/2019,06/29/2021,Nursing Home,MANATEE SPRINGS REHABILITATION AND NURSING CENTER,5627 9TH ST E,,BRADENTON,FL,34203,Manatee,(740) 981-2020,5627 9TH ST E,,BRADENTON,FL,34203,Manatee,LICENSED,MANATEE OPERATING LLC,04/01/2017,STEVEN WILLIAM OELFKE,120,For-Profit,http://www.manateespringsrehab.com/
14608,13080951,01/01/2019,03/31/2021,Nursing Home,MANOR AT BLUE WATER BAY  THE,1500 NORTH WHITE POINT ROAD,,NICEVILLE,FL,32578,Okaloosa,(850) 897-5592,1500 NORTH WHITE POINT ROAD,,NICEVILLE,FL,32578,Okaloosa,LICENSED,HEALTH SERVICES OF BLUEWATER BAY LLC,01/01/2015,MATT H BALTZ,120,For-Profit,manoratbwb.com
65322,1075096,06/01/2019,08/29/2021,Nursing Home,MANOR AT CARPENTERS  THE,1001 CARPENTERS WAY,,LAKELAND,FL,33809,Polk,(863) 858-3847,1001 CARPENTERS WAY,,LAKELAND,FL,33809,Polk,LICENSED,CARPENTERS HOME ESTATES INC,02/21/1997,MATTHEW J THOMPSON,72,Not-For-Profit,http://www.estatesatcarpenters.com/
100632,1640096,12/01/2019,02/28/2022,Nursing Home,MANOR OAKS NURSING & REHABILITATION CENTER,2121 E COMMERCIAL BLVD,,FORT LAUDERDALE,FL,33308,Broward,(954) 771-8400,2121 E COMMERCIAL BLVD,,FORT LAUDERDALE,FL,33308,Broward,LICENSED,MANOR OAKS  INC.,09/01/1995,MARCIA S COUITT,116,For-Profit,www.marrinson.com
100613,16270961,05/13/2020,06/29/2021,Nursing Home,MANOR PINES CONVALESCENT CENTER,1701 NE 26TH ST,,WILTON MANORS,FL,33305-1412,Broward,(954) 566-8353,1701 NE 26TH ST,,WILTON MANORS,FL,33305-1412,Broward,CONDITIONAL,MANOR PINES CONVALESCENT CENTER  LLC,04/01/2001,WILLIAM DAVID SAVETT,206,For-Profit,www.marrinson.com
81104,12930962,12/20/2019,03/19/2022,Nursing Home,MANORCARE AT LELY PALMS,6135 RATTLESNAKE HAMMOCK ROAD,,NAPLES,FL,34113,Collier,(239) 775-7715,6135 RATTLESNAKE HAMMOCK ROAD,,NAPLES,FL,34113,Collier,LICENSED,MANORCARE HEALTH SERVICES  LLC,12/20/2007,DUANE SMITH,117,Not-For-Profit,www.hcr-manorcare.com
35960901,130470970,12/20/2019,03/19/2022,Nursing Home,MANORCARE HEALTH SERVICES,1450 EAST VENICE AVENUE,,VENICE,FL,34292,Sarasota,(941) 486-8088,1450 EAST VENICE AVENUE,,VENICE,FL,34292,Sarasota,LICENSED,MANOR CARE OF VENICE FL  LLC,12/20/2007,KRISTY S TOLLEY,129,Not-For-Profit,www.hcr-manorcare.com
35960928,130470991,12/20/2019,03/19/2022,Nursing Home,MANORCARE HEALTH SERVICES,16200 JOG ROAD,,DELRAY BEACH,FL,33446,Palm Beach,(561) 638-0000,16200 JOG ROAD,,DELRAY BEACH,FL,33446,Palm Beach,LICENSED,MANOR CARE OF DELRAY BEACH FL  LLC,12/20/2007,YOLIE F VILSON,120,Not-For-Profit,www.hcr-manorcare.com
35960947,130471009,12/20/2019,03/19/2022,Nursing Home,MANORCARE HEALTH SERVICES,13881 EAGLE RIDGE DRIVE,,FORT MYERS,FL,33912,Lee,(239) 561-7700,13881 EAGLE RIDGE DRIVE,,FORT MYERS,FL,33912,Lee,LICENSED,MANOR CARE OF FT MYERS FL  LLC,12/20/2007,PAUL DAVID GUSTAFSON,120,Not-For-Profit,www.hcr-manorcare.com
